StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,,,,
1062,17,Male,Caucasian,High School,17.38,12,No,Moderate,No,No,Yes,No,2.33,D,,,,
1063,15,Male,African American,Bachelors,13.24,11,No,High,No,Yes,No,No,2.23,D,,,,
1064,15,Male,Caucasian,High School,8.68,8,No,Moderate,No,Yes,No,No,2.39,D,,,,
1065,17,Male,Caucasian,Some College,16.39,3,Yes,Very High,No,No,No,No,3.35,B,,,,
1066,16,Male,African American,High School,18.11,6,Yes,High,Yes,No,No,No,3.26,B,,,,
1067,18,Male,Caucasian,Higher than Bachelors,2.4,23,No,High,No,Yes,No,No,1.04,F,,,,
1068,15,Female,Caucasian,High School,10.64,28,No,None,No,Yes,No,No,0.03,F,,,,
1069,18,Female,Other,Some College,5.69,21,Yes,High,No,No,Yes,No,1.33,F,,,,
1070,16,Female,Asian,High School,0.94,1,No,Very High,No,No,Yes,No,3.28,B,,,,
1071,16,Male,African American,Some College,13.37,6,No,Moderate,Yes,No,No,No,2.94,C,,,,
1072,16,Female,African American,High School,17.26,28,No,High,No,No,Yes,Yes,0.74,F,,,,
1073,15,Male,African American,High School,3.26,8,No,Moderate,Yes,Yes,No,No,2.56,C,,,,
1074,16,Male,Caucasian,Bachelors,16.25,4,Yes,Moderate,No,No,No,No,3.3,B,,,,
1075,15,Female,Caucasian,Bachelors,17.07,14,No,High,Yes,No,Yes,No,2.2,D,,,,
1076,16,Male,Caucasian,Bachelors,18.29,17,No,High,No,Yes,No,No,1.86,F,,,,
1077,18,Male,Caucasian,Some College,5.31,3,No,High,No,No,No,No,2.73,C,,,,
1078,18,Female,African American,Bachelors,18.08,18,Yes,Low,Yes,Yes,No,No,2.13,D,,,,
1079,17,Female,Caucasian,None,6.41,19,No,Low,No,No,No,No,0.98,F,,,,
1080,18,Female,Other,High School,11.05,25,No,High,No,Yes,No,No,0.99,F,,,,
1081,17,Male,Other,High School,1.01,6,No,Low,No,Yes,No,No,2.07,D,,,,
1082,18,Female,Asian,Some College,0.88,25,No,Moderate,No,No,No,No,0.5,F,,,,
1083,15,Female,African American,High School,14.41,7,No,None,Yes,Yes,No,No,2.53,C,,,,
1084,18,Male,Asian,High School,8.89,16,No,Low,No,Yes,No,No,1.46,F,,,,
1085,17,Female,Caucasian,Some College,5.13,12,No,High,Yes,Yes,No,No,2.34,D,,,,
1086,17,Female,Asian,Bachelors,3.81,23,No,High,No,No,No,No,1.16,F,,,,
1087,16,Female,Caucasian,High School,13.4,20,Yes,Low,Yes,No,Yes,Yes,1.52,F,,,,
1088,15,Male,Asian,High School,0.01,27,No,Low,No,No,Yes,No,0,F,,,,
1089,18,Male,Caucasian,High School,16.12,22,No,None,Yes,No,Yes,No,1.06,F,,,,
1090,16,Male,Asian,High School,1.58,10,No,Moderate,No,No,Yes,Yes,2.23,D,,,,
1091,18,Male,Other,High School,3.83,26,No,Low,No,No,No,Yes,0.19,F,,,,
1092,18,Female,Caucasian,Some College,7.72,0,No,Moderate,Yes,Yes,No,No,3.51,A,,,,
1093,16,Male,Caucasian,Some College,9.7,1,Yes,High,No,No,No,No,3.55,A,,,,
1094,16,Male,Other,Some College,7.1,16,Yes,High,No,Yes,No,No,2.24,D,,,,
1095,16,Female,Caucasian,High School,6.41,4,No,Low,Yes,Yes,No,No,2.71,C,,,,
1096,16,Female,Asian,Bachelors,19.28,29,No,High,No,No,No,Yes,0.73,F,,,,
1097,16,Female,African American,High School,12.83,29,No,Very High,No,No,Yes,No,0.97,F,,,,
1098,18,Male,Caucasian,Some College,0.47,5,No,Moderate,No,Yes,No,No,2.56,C,,,,
1099,16,Male,Caucasian,Bachelors,8.6,25,No,Moderate,Yes,No,Yes,Yes,0.74,F,,,,
1100,15,Male,Caucasian,High School,17.5,24,No,Moderate,No,No,No,No,0.72,F,,,,
1101,17,Female,Asian,High School,6.03,23,Yes,Low,Yes,Yes,No,Yes,1.27,F,,,,
1102,16,Female,Caucasian,Bachelors,1.89,6,No,High,Yes,No,Yes,Yes,2.53,C,,,,
1103,16,Male,African American,High School,15.17,27,No,High,Yes,Yes,No,No,0.94,F,,,,
1104,18,Female,Caucasian,Some College,12.12,20,Yes,Moderate,No,Yes,No,No,1.52,F,,,,
1105,16,Female,African American,None,11.41,29,No,High,Yes,No,No,No,0.65,F,,,,
1106,16,Female,Asian,Some College,1.07,14,No,High,No,Yes,Yes,Yes,2.05,D,,,,
1107,16,Male,Other,High School,2.81,18,No,None,Yes,No,No,Yes,0.84,F,,,,
1108,18,Female,Caucasian,None,12.45,15,No,Low,No,Yes,No,No,1.46,F,,,,
1109,16,Female,Asian,Some College,4.16,24,Yes,High,Yes,Yes,No,No,1.49,F,,,,
1110,17,Male,Asian,High School,10.08,12,Yes,Very High,No,No,No,No,2.59,C,,,,
1111,18,Male,African American,High School,10.9,4,Yes,High,No,No,No,No,3.22,B,,,,
1112,17,Female,Other,None,5.67,2,Yes,Very High,No,No,Yes,No,3.55,A,,,,
1113,18,Female,Caucasian,High School,18.97,2,No,Moderate,No,No,No,No,3.09,B,,,,
1114,16,Male,Caucasian,High School,16.85,18,Yes,Low,No,Yes,Yes,No,1.92,F,,,,
1115,17,Male,Asian,None,14.45,13,Yes,Moderate,No,No,No,No,2.2,D,,,,
1116,18,Female,Caucasian,Bachelors,1.56,15,No,None,No,No,No,Yes,0.88,F,,,,
1117,15,Female,Asian,None,2.12,21,No,High,Yes,No,Yes,No,1.34,F,,,,
1118,16,Female,Asian,Some College,9.86,16,No,Very High,No,No,No,No,1.82,F,,,,
1119,18,Female,Caucasian,High School,3.21,26,No,High,No,Yes,No,No,0.62,F,,,,
1120,15,Male,Asian,High School,19.57,3,No,Moderate,Yes,No,Yes,Yes,3.62,A,,,,
1121,18,Female,Caucasian,Bachelors,3.17,12,Yes,Low,Yes,Yes,No,No,2.17,D,,,,
1122,15,Female,African American,High School,9.75,7,Yes,Low,No,Yes,Yes,No,2.97,C,,,,
1123,16,Male,African American,Higher than Bachelors,7.28,18,No,Moderate,No,No,No,No,0.98,F,,,,
1124,17,Female,Other,High School,12.79,4,No,High,No,No,No,No,3.1,B,,,,
1125,15,Male,Caucasian,Some College,2.58,1,Yes,Moderate,Yes,No,Yes,No,3.5,B,,,,
1126,18,Female,Caucasian,Some College,8.61,14,No,Very High,Yes,No,No,No,2.59,C,,,,
1127,16,Female,African American,Bachelors,5.49,1,No,High,Yes,No,No,No,3.54,A,,,,
1128,15,Male,Asian,Some College,17.76,10,Yes,Low,No,Yes,No,No,2.82,C,,,,
1129,18,Male,African American,Some College,0.81,12,Yes,Low,Yes,Yes,No,No,2.02,D,,,,
1130,18,Female,Caucasian,High School,18.27,22,Yes,High,No,No,No,No,1.37,F,,,,
1131,18,Female,Caucasian,High School,16.66,9,No,Low,No,No,No,No,2.1,D,,,,
1132,15,Female,Caucasian,Bachelors,5.95,2,No,High,No,No,No,No,3.03,B,,,,
1133,15,Male,Asian,High School,15.79,4,Yes,Moderate,No,Yes,No,No,3.58,A,,,,
1134,15,Female,Caucasian,High School,0.62,2,No,Low,Yes,No,No,No,2.43,D,,,,
1135,17,Male,Caucasian,Some College,19.34,5,Yes,Moderate,Yes,No,No,No,3.16,B,,,,
1136,15,Male,Other,High School,10.53,12,No,Moderate,Yes,No,No,No,2.12,D,,,,
1137,15,Female,Caucasian,Higher than Bachelors,6.07,9,No,High,No,Yes,No,No,2.2,D,,,,
1138,15,Male,Other,Some College,7.25,18,No,None,Yes,No,Yes,Yes,1.18,F,,,,
1139,17,Female,African American,Some College,1.33,7,No,High,Yes,No,No,No,2.74,C,,,,
1140,15,Female,Asian,Bachelors,19.79,17,Yes,High,No,No,No,No,2.24,D,,,,
1141,18,Female,Caucasian,None,0.79,2,No,High,Yes,No,No,No,3.14,B,,,,
1142,15,Female,Caucasian,High School,13.1,23,Yes,None,Yes,Yes,No,No,1.05,F,,,,
1143,18,Female,Asian,Some College,8.85,23,Yes,High,No,No,No,No,0.82,F,,,,
1144,18,Male,Asian,High School,18.98,16,No,Moderate,Yes,No,Yes,No,2.03,D,,,,
1145,18,Male,Asian,Some College,4.92,7,Yes,Moderate,Yes,Yes,No,No,2.43,D,,,,
1146,17,Female,Caucasian,Bachelors,10.64,9,No,High,Yes,No,No,No,2.66,C,,,,
1147,17,Female,Asian,Some College,9.65,1,Yes,Moderate,Yes,No,No,Yes,3.59,A,,,,
1148,17,Male,Asian,High School,14.06,11,No,High,No,Yes,No,No,2.31,D,,,,
1149,15,Male,African American,Higher than Bachelors,1.36,22,No,Low,Yes,Yes,No,Yes,1.01,F,,,,
1150,18,Male,Asian,Some College,3.88,5,No,High,Yes,No,No,No,2.88,C,,,,
1151,17,Male,Asian,Some College,4.29,1,No,Low,No,Yes,Yes,No,2.8,C,,,,
1152,17,Female,African American,High School,14.76,20,Yes,High,No,Yes,No,No,1.76,F,,,,
1153,15,Female,Caucasian,Bachelors,3.78,22,No,Very High,Yes,No,No,Yes,1.12,F,,,,
1154,17,Male,Caucasian,Some College,11.47,23,No,Moderate,No,No,No,No,1.03,F,,,,
1155,15,Female,Caucasian,Some College,4.3,2,No,Moderate,Yes,No,No,No,3.08,B,,,,
1156,16,Male,Caucasian,Bachelors,17.23,16,Yes,High,Yes,Yes,No,No,2.63,C,,,,
1157,17,Female,Caucasian,High School,18.84,28,No,None,No,Yes,Yes,Yes,0.5,F,,,,
1158,16,Male,Caucasian,Some College,10.37,6,No,Moderate,No,No,No,No,2.78,C,,,,
1159,15,Female,Caucasian,Bachelors,7.05,28,No,Moderate,No,No,No,No,0.25,F,,,,
1160,18,Male,Caucasian,High School,4.68,20,No,High,No,No,No,Yes,1.19,F,,,,
1161,17,Male,Asian,Some College,1,4,Yes,High,Yes,No,No,Yes,3.38,B,,,,
1162,15,Female,Other,Bachelors,5.37,22,Yes,High,No,No,No,No,1.29,F,,,,
1163,18,Male,Caucasian,Some College,13.08,0,Yes,High,No,No,Yes,Yes,3.72,A,,,,
1164,18,Female,Other,Some College,10.67,7,No,High,Yes,No,No,No,2.67,C,,,,
1165,16,Female,African American,Bachelors,18.88,11,Yes,Moderate,Yes,No,No,No,2.37,D,,,,
1166,15,Male,Caucasian,Bachelors,7.93,13,No,Moderate,No,Yes,No,No,1.62,F,,,,
1167,18,Female,Caucasian,High School,13.88,15,Yes,Moderate,Yes,Yes,No,No,2.54,C,,,,
1168,17,Female,African American,None,9.79,9,No,Very High,No,Yes,No,No,2.3,D,,,,
1169,17,Female,Asian,Some College,10.25,14,No,High,Yes,No,No,No,2.26,D,,,,
1170,16,Female,Asian,Some College,5.36,20,No,Moderate,No,Yes,No,No,1.32,F,,,,
1171,18,Female,Caucasian,Some College,9.1,23,No,High,No,Yes,No,No,0.95,F,,,,
1172,15,Male,Caucasian,Some College,9.42,25,No,Moderate,Yes,No,No,Yes,0.82,F,,,,
1173,17,Female,Caucasian,High School,14.13,14,Yes,High,No,No,No,No,2.34,D,,,,
1174,18,Female,Caucasian,Some College,18.81,9,No,Moderate,No,Yes,No,No,2.68,C,,,,
1175,18,Female,Caucasian,High School,6.59,20,Yes,Low,Yes,No,No,No,1.54,F,,,,
1176,16,Female,Caucasian,Some College,0.84,27,No,High,Yes,No,No,No,0.2,F,,,,
1177,17,Female,Asian,Some College,9.93,6,No,High,No,No,No,No,2.75,C,,,,
1178,17,Male,Other,High School,10.89,25,Yes,Moderate,Yes,No,Yes,No,1.1,F,,,,
1179,15,Female,Caucasian,High School,3.37,2,No,Moderate,Yes,No,No,No,2.55,C,,,,
1180,17,Male,Other,Some College,15.21,1,No,High,Yes,No,No,Yes,3.27,B,,,,
1181,15,Male,Caucasian,Some College,19.7,5,Yes,High,No,No,No,No,3.19,B,,,,
1182,17,Male,Caucasian,High School,18.92,20,No,High,Yes,No,No,No,1.72,F,,,,
1183,16,Male,Caucasian,Higher than Bachelors,3.94,8,No,Moderate,Yes,Yes,No,No,2.34,D,,,,
1184,17,Female,African American,Some College,17.51,9,Yes,Very High,Yes,Yes,No,No,3.27,B,,,,
1185,15,Male,Other,Higher than Bachelors,14.09,3,No,High,No,No,No,No,2.99,C,,,,
1186,15,Male,African American,Some College,9.08,26,Yes,High,Yes,No,No,No,0.9,F,,,,
1187,16,Female,Caucasian,Some College,10.81,2,No,High,No,No,No,No,2.96,C,,,,
1188,17,Female,African American,Bachelors,16.99,8,No,Low,Yes,No,No,No,2.67,C,,,,
1189,17,Female,Caucasian,Some College,9.6,23,No,None,Yes,Yes,No,No,1.22,F,,,,
1190,16,Male,Asian,Some College,7.46,21,Yes,High,No,No,No,No,1.37,F,,,,
1191,17,Female,African American,High School,9.86,16,No,Moderate,No,No,No,Yes,1.52,F,,,,
1192,17,Female,Caucasian,Some College,11.58,13,Yes,High,No,No,No,No,2.23,D,,,,
1193,15,Male,African American,High School,3.78,9,No,Moderate,Yes,No,No,No,2.14,D,,,,
1194,17,Female,African American,High School,18.02,12,No,Moderate,No,No,No,No,2.26,D,,,,
1195,17,Female,Caucasian,None,13.48,11,Yes,Low,Yes,No,Yes,No,2.75,C,,,,
1196,16,Female,African American,None,12.67,26,No,High,Yes,Yes,No,No,0.9,F,,,,
1197,16,Female,Caucasian,Higher than Bachelors,1.99,0,No,Low,Yes,No,No,Yes,3.12,B,,,,
1198,18,Male,Asian,High School,12.08,27,No,High,Yes,No,Yes,No,1.29,F,,,,
1199,15,Female,Asian,Some College,2.42,21,No,Moderate,No,No,No,No,0.57,F,,,,
1200,17,Female,Asian,Bachelors,1.57,28,No,High,Yes,No,No,No,0.58,F,,,,
1201,17,Male,African American,Some College,10.55,18,No,Low,No,No,Yes,No,1.64,F,,,,
1202,18,Female,African American,High School,8.06,18,No,Low,No,No,No,No,1.23,F,,,,
1203,17,Male,Caucasian,Some College,11.78,5,No,High,No,Yes,No,Yes,2.97,C,,,,
1204,15,Female,Asian,Some College,1.78,12,No,Moderate,Yes,No,No,No,2.01,D,,,,
1205,18,Male,Caucasian,Some College,8.62,18,No,Low,Yes,No,No,No,1.15,F,,,,
1206,15,Male,Caucasian,Some College,3.5,12,Yes,Very High,No,No,No,No,2.19,D,,,,
1207,18,Male,Caucasian,Higher than Bachelors,19.74,26,Yes,Low,Yes,No,No,No,0.95,F,,,,
1208,18,Male,Caucasian,Some College,11.22,25,No,Moderate,Yes,No,No,No,0.57,F,,,,
1209,16,Female,African American,High School,13.75,21,No,Low,No,No,No,No,0.97,F,,,,
1210,15,Male,Caucasian,Some College,6.51,20,Yes,Moderate,Yes,No,Yes,Yes,1.66,F,,,,
1211,17,Female,Asian,None,1.89,3,No,Moderate,No,No,Yes,No,2.84,C,,,,
1212,17,Male,Caucasian,Bachelors,19.52,23,No,Low,No,No,Yes,Yes,0.19,F,,,,
1213,15,Male,Caucasian,High School,5.73,1,No,High,Yes,No,No,No,3.26,B,,,,
1214,17,Male,African American,High School,8.48,14,Yes,Moderate,No,No,No,No,1.92,F,,,,
1215,17,Female,Caucasian,Bachelors,13,11,No,High,No,No,No,No,2.02,D,,,,
1216,15,Male,Caucasian,Some College,0.49,29,Yes,Low,Yes,No,No,No,0.13,F,,,,
1217,18,Female,Asian,High School,16.21,26,Yes,Moderate,Yes,No,No,No,1.29,F,,,,
1218,15,Female,Caucasian,Some College,10.73,6,No,None,Yes,No,Yes,No,2.59,C,,,,
1219,18,Female,Asian,Bachelors,5.56,19,Yes,High,No,No,No,No,1.46,F,,,,
1220,17,Female,Caucasian,High School,1.23,17,No,High,No,No,No,No,1.47,F,,,,
1221,17,Female,Caucasian,Bachelors,3.25,22,No,High,Yes,Yes,No,Yes,1.71,F,,,,
1222,17,Female,Asian,None,17.9,12,No,Moderate,No,Yes,No,Yes,2.29,D,,,,
1223,16,Female,Caucasian,Some College,13.72,16,No,High,No,No,Yes,No,1.96,F,,,,
1224,18,Female,Caucasian,Bachelors,5,3,No,High,No,No,No,No,2.62,C,,,,
1225,16,Female,Caucasian,High School,1.31,24,No,None,Yes,No,No,No,0.77,F,,,,
1226,16,Male,Caucasian,Some College,13.81,13,No,Low,No,No,Yes,No,1.81,F,,,,
1227,15,Male,Asian,High School,11.45,19,No,Moderate,No,No,No,No,0.88,F,,,,
1228,16,Male,Caucasian,Some College,8.09,27,No,High,No,Yes,No,No,0.82,F,,,,
1229,15,Male,Asian,Some College,7.27,12,Yes,None,No,No,No,No,1.45,F,,,,
1230,15,Male,Asian,Some College,4.34,2,No,High,No,Yes,No,No,3.34,B,,,,
1231,16,Female,Caucasian,High School,13.39,25,No,Moderate,No,No,No,No,0.82,F,,,,
1232,18,Female,Other,High School,19.41,25,No,Moderate,No,No,No,No,0.68,F,,,,
1233,18,Female,Caucasian,None,3.51,17,No,Low,No,Yes,No,Yes,1.39,F,,,,
1234,18,Female,Other,High School,11.94,13,No,Moderate,No,Yes,No,Yes,1.99,F,,,,
1235,18,Female,Caucasian,Some College,8.48,14,No,None,No,Yes,No,No,1.64,F,,,,
1236,18,Female,African American,Bachelors,8.93,2,No,None,No,Yes,No,No,2.51,C,,,,
1237,16,Female,Caucasian,Some College,5.08,0,No,High,No,No,Yes,No,2.98,C,,,,
1238,16,Male,Caucasian,Some College,16.5,25,Yes,Moderate,No,No,Yes,No,1.26,F,,,,
1239,17,Male,African American,Higher than Bachelors,9.71,23,Yes,Moderate,No,No,No,No,1.42,F,,,,
1240,18,Male,Asian,Some College,10.87,16,No,Low,Yes,No,Yes,No,1.6,F,,,,
1241,16,Male,Caucasian,Bachelors,6.1,2,Yes,Moderate,No,Yes,No,No,3.09,B,,,,
1242,17,Female,Caucasian,Some College,3.64,13,No,None,Yes,Yes,No,No,1.64,F,,,,
1243,18,Female,Asian,High School,1.72,2,No,Moderate,No,Yes,No,No,2.59,C,,,,
1244,15,Female,African American,None,14.28,12,Yes,Moderate,No,No,No,No,2.39,D,,,,
1245,17,Male,Other,Some College,3.92,14,No,Moderate,Yes,No,No,No,1.9,F,,,,
1246,16,Female,Asian,High School,13.8,17,No,Very High,No,Yes,No,No,2.11,D,,,,
1247,15,Female,Other,High School,7.81,13,No,Moderate,No,No,No,No,1.7,F,,,,
1248,15,Female,Asian,Some College,8.32,20,No,Moderate,Yes,No,No,No,1.04,F,,,,
1249,15,Male,Caucasian,Some College,9.38,25,No,Moderate,No,Yes,No,No,1.19,F,,,,
1250,17,Female,Caucasian,Some College,7.35,2,No,Low,No,No,Yes,No,2.65,C,,,,
1251,16,Male,Asian,High School,2.01,18,No,High,No,Yes,No,No,1.23,F,,,,
1252,15,Male,African American,High School,6.19,7,No,Moderate,Yes,No,No,No,2.13,D,,,,
1253,18,Male,Caucasian,Some College,13.27,3,Yes,Low,Yes,No,No,No,2.91,C,,,,
1254,15,Male,Caucasian,Higher than Bachelors,13.32,3,No,High,No,No,No,Yes,3.12,B,,,,
1255,15,Female,Other,Some College,5.72,18,Yes,None,No,No,No,No,1.04,F,,,,
1256,17,Male,African American,Bachelors,9.2,10,No,Very High,Yes,No,No,Yes,2.4,D,,,,
1257,17,Male,Caucasian,Some College,3.87,0,Yes,High,No,No,No,No,3.16,B,,,,
1258,16,Female,Caucasian,Some College,4.21,7,Yes,Moderate,No,Yes,Yes,No,2.72,C,,,,
1259,18,Female,Caucasian,High School,0.46,14,No,Low,Yes,Yes,No,No,1.53,F,,,,
1260,17,Male,Caucasian,Some College,17.93,0,No,Low,No,No,No,No,3.47,B,,,,
1261,15,Female,Caucasian,Some College,4.21,6,No,Low,Yes,No,No,No,2.3,D,,,,
1262,16,Male,Caucasian,Some College,4.55,20,Yes,Low,Yes,No,No,No,1.27,F,,,,
1263,15,Male,Asian,Some College,5.59,19,No,Moderate,Yes,Yes,No,Yes,1.48,F,,,,
1264,15,Male,Caucasian,Some College,2.55,19,No,Very High,No,No,Yes,Yes,1.45,F,,,,
1265,17,Male,Asian,High School,12.79,23,No,Moderate,No,No,No,No,0.81,F,,,,
1266,16,Female,Asian,Some College,1.5,10,Yes,High,No,No,No,No,2.15,D,,,,
1267,18,Male,Caucasian,High School,2.68,26,No,High,No,No,No,No,0.56,F,,,,
1268,18,Female,African American,Bachelors,12.9,28,No,High,No,No,No,No,0.58,F,,,,
1269,17,Female,Caucasian,High School,6.79,13,No,None,No,Yes,Yes,Yes,1.6,F,,,,
1270,17,Female,Asian,None,14.16,21,Yes,Moderate,No,Yes,No,No,1,F,,,,
1271,16,Female,Caucasian,Some College,11.15,15,No,High,No,No,No,No,1.66,F,,,,
1272,18,Male,African American,Some College,5.12,13,No,High,No,No,No,Yes,1.53,F,,,,
1273,18,Female,African American,Some College,13.02,11,No,Very High,No,No,No,No,2.21,D,,,,
1274,18,Male,Caucasian,High School,2.33,16,No,High,No,No,No,Yes,1.16,F,,,,
1275,15,Female,Caucasian,Some College,10.73,13,Yes,Low,No,No,No,No,2.15,D,,,,
1276,18,Female,African American,High School,8.74,9,No,Moderate,Yes,No,No,Yes,2.59,C,,,,
1277,15,Male,Asian,Bachelors,5.36,23,No,None,Yes,Yes,No,No,0.91,F,,,,
1278,16,Male,Caucasian,Bachelors,12.08,28,Yes,High,No,No,No,No,0.7,F,,,,
1279,15,Male,African American,Some College,17.43,13,Yes,Moderate,No,No,No,No,2.14,D,,,,
1280,16,Female,Caucasian,High School,19.98,17,No,High,No,No,No,No,1.55,F,,,,
1281,18,Female,Asian,Some College,12.16,21,No,Very High,No,No,No,Yes,1.55,F,,,,
1282,18,Male,Caucasian,None,8.09,8,Yes,High,No,No,Yes,No,2.97,C,,,,
1283,16,Male,Asian,Some College,4.5,16,No,Moderate,Yes,No,No,Yes,1.63,F,,,,
